harvest,date,location,point,spp,origin,radius.01,radius.other,sup.seed01,sup.seed02,sup.seed03,sup.sapl,exp.seed01,exp.seed02,exp.seed03,exp.sapl,top4,other
rp,2020.06.08,perimeter,887,701,t,3.7,6,,,,,,13,,,2,
gl,2020.04.08,interior,836,701,s,3.7,6,,,,,2,,,,,
gl,2020.04.15,perimeter,805,743,r,3.7,6,,,,,,1,,,,
gl,2020.04.17,perimeter,817,743,r,3.7,6,,1,,,,11,,,3,
gl,2020.04.17,perimeter,818,743,r,3.7,6,1,,,,,2,2,,1,
gl,2020.04.17,perimeter,820,743,r,3.7,6,2,6,,,,9,5,,3,
gl,2020.04.10,perimeter,827,743,r,3.7,6,8,2,,,2,9,1,,3,
gl,2020.04.16,perimeter,833,743,r,3.7,6,2,2,,,15,,,,3,
gl,2020.04.22,interior,870,743,r,3.7,6,,,,,,2,,,2,
gl,2020.04.22,interior,871,743,r,3.7,6,15,,,,,14,2,,,
gl,2020.04.22,interior,872,743,r,3.7,6,,,,,,8,,,4,
gl,2020.04.22,interior,878,743,r,3.7,6,,,,,,7,2,,3,
gl,2020.04.22,interior,879,743,r,3.7,6,4,,,,5,8,,,2,
rp,2020.06.01,interior,336,743,r,3.7,6,,,,,,11,4,,4,
rp,2020.05.27,interior,341,743,r,3.7,6,1,,,,1,4,1,,4,
rp,2020.05.28,interior,347,743,r,3.7,6,,,,,1,8,,,3,
rp,2020.05.26,perimeter,882,743,r,3.7,6,,,,,5,5,,,4,
rp,2020.06.01,perimeter,883,743,r,3.7,6,,,,,,2,,,2,
rp,2020.06.01,perimeter,884,743,r,3.7,6,,,,,,1,,,1,
rp,2020.06.01,perimeter,885,743,r,3.7,6,2,,,,,15,4,,,
gl,2020.04.14,perimeter,801,743,s,3.7,6,1,,,,,1,,,1,
gl,2020.04.14,perimeter,802,743,s,3.7,6,,,,,,5,,,2,
gl,2020.04.15,perimeter,805,743,s,3.7,6,,,,,,2,,,2,
gl,2020.04.15,perimeter,806,743,s,3.7,6,,,,,2,,,,,
gl,2020.04.15,perimeter,807,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,811,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,812,743,s,3.7,6,,,,,,1,,,1,
gl,2020.04.20,perimeter,815,743,s,3.7,6,,,,,5,3,,,2,
gl,2020.04.17,perimeter,819,743,s,3.7,6,1,1,,,,4,,,,
gl,2020.04.17,perimeter,821,743,s,3.7,6,,,,,1,16,2,,1,
gl,2020.04.17,perimeter,822,743,s,3.7,6,,,,,4,6,,,2,
gl,2020.04.10,perimeter,823,743,s,3.7,6,,,,,1,8,2,,2,
gl,2020.04.10,perimeter,824,743,s,3.7,6,,2,,,,2,1,,,
gl,2020.04.10,perimeter,825,743,s,3.7,6,1,1,,,,,,,,
gl,2020.04.10,perimeter,826,743,s,3.7,6,2,,,,12,,,,3,
gl,2020.04.10,perimeter,828,743,s,3.7,6,5,,,,8,7,1,,3,
gl,2020.04.16,perimeter,829,743,s,3.7,6,,,,,,1,,,1,
gl,2020.04.16,perimeter,830,743,s,3.7,6,2,,,,6,9,,,3,
gl,2020.04.16,perimeter,831,743,s,3.7,6,,2,,,,5,,,1,
gl,2020.04.16,perimeter,832,743,s,3.7,6,,,,,2,3,,,3,
gl,2020.04.16,perimeter,834,743,s,3.7,6,5,,,,4,2,,,2,
gl,2020.04.08,interior,836,743,s,3.7,6,,,,,2,,,,2,
gl,2020.05.05,interior,845,743,s,3.7,6,,,,,,2,,,,
gl,2020.05.08,interior,846,743,s,3.7,6,,,,,,2,,,2,
gl,2020.05.08,interior,848,743,s,3.7,6,2,,,,,5,,,3,
gl,2020.05.08,interior,849,743,s,3.7,6,,1,,,,,,,,
gl,2020.05.08,interior,850,743,s,3.7,6,,,,,2,1,,,3,
gl,2020.05.08,interior,851,743,s,3.7,6,,,,,1,2,,,2,
gl,2020.05.05,interior,852,743,s,3.7,6,,,,,,2,,,,
gl,2020.05.05,interior,853,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.23,interior,858,743,s,3.7,6,4,,,,7,5,,,4,
gl,2020.04.22,interior,860,743,s,3.7,6,10,,,,7,28,2,,4,
gl,2020.04.23,interior,861,743,s,3.7,6,,,,,,,1,,,
gl,2020.04.06,interior,865,743,s,3.7,6,,,,,,1,,,,
gl,2020.04.22,interior,869,743,s,3.7,6,1,,,,,,,,,
rp,2020.05.27,interior,337,743,s,3.7,6,,,,,3,,,,,
rp,2020.05.28,interior,346,743,s,3.7,6,,,,,,1,,,1,
rp,2020.05.26,perimeter,881,743,s,3.7,6,,,,,,1,,,,
wedge,2020.06.25,interior,375,743,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,731,743,r,3.7,6,2,,,,2,1,,,1,
cgl,2020.07.14,control,733,743,r,3.7,6,,,,,1,4,,,4,
cgl,2020.07.14,control,734,743,r,3.7,6,,,,,3,,,,,
cgl,2020.07.14,control,735,743,r,3.7,6,1,,,,,,,,,
cgl,2020.07.13,control,737,743,r,3.7,6,,,,,1,,,,,
cgl,2020.07.13,control,740,743,r,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,752,743,r,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,758,743,r,3.7,6,1,,,,2,,,,,
crp,2020.07.16,control,759,743,r,3.7,6,,,,,,,1,,1,
crp,2020.07.16,control,760,743,r,3.7,6,,,,,3,6,,1,4,
crp,2020.07.16,control,761,743,r,3.7,6,,,,,3,3,2,,4,
crp,2020.07.16,control,762,743,r,3.7,6,,,,,2,2,,,4,
crp,2020.07.16,control,763,743,r,3.7,6,,,,,9,,,,,
crp,2020.07.17,control,764,743,r,3.7,6,,,,,2,,,,,
crp,2020.07.17,control,765,743,r,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,766,743,r,3.7,6,,,,,1,3,,1,4,
cwb,2020.06.29,control,392,743,r,3.7,6,1,,,,,,2,,2,
gl,2020.04.08,interior,837,743,r,3.7,6,,,,,,8,,,2,
rp,2020.06.01,interior,335,743,r,3.7,6,2,1,,,,,,,,
rp,2020.06.09,interior,342,743,r,3.7,6,,,,,,1,1,1,2,
rp,2020.06.09,interior,343,743,r,3.7,6,,,,,1,2,,,2,
rp,2020.06.08,perimeter,886,743,r,3.7,6,,,,,,4,3,,1,
rp,2020.06.09,perimeter,890,743,r,3.7,6,,,,,3,,,,,
rp,2020.06.09,perimeter,891,743,r,3.7,6,,,,,,3,,,2,
wedge,2020.06.29,interior,370,743,r,3.7,6,,,,,,7,4,,4,
wedge,2020.06.29,perimeter,973,743,r,3.7,6,,,,,3,7,,,4,
wedge,2020.06.29,perimeter,974,743,r,3.7,6,,,,,3,2,,,4,
wedge,2020.06.23,perimeter,975,743,r,3.7,6,,,,,3,6,,,4,
cgl,2020.07.10,control,742,743,s,3.7,6,,,,,2,,,,,
gl,2020.04.23,interior,859,743,s,3.7,6,1,2,,,3,8,,,2,
crp,2020.07.16,control,752,743,t,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,757,743,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,729,746,r,3.7,6,,,,,,1,,,1,
cgl,2020.07.14,control,731,746,r,3.7,6,,,,,1,1,,,1,
cgl,2020.07.14,control,733,746,r,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,735,746,r,3.7,6,,,,,2,6,,,3,
cgl,2020.07.13,control,740,746,r,3.7,6,,,,,1,,,,,
cgl,2020.07.10,control,743,746,r,3.7,6,,,,,1,,,,,
cgl,2020.07.13,control,744,746,r,3.7,6,1,,,,10,,,,,
crp,2020.07.17,control,746,746,r,3.7,6,,,,,2,,,,,
gl,2020.04.14,interior,839,746,r,3.7,6,3,4,,,,8,2,,4,
gl,2020.04.14,interior,840,746,r,3.7,6,,,,,,1,,,1,
rp,2020.06.01,interior,335,746,r,3.7,6,4,14,,,,4,16,2,,
rp,2020.06.09,interior,342,746,r,3.7,6,,,,,,,,1,,
rp,2020.06.09,interior,344,746,r,3.7,6,,,,,,4,,3,,
rp,2020.06.08,perimeter,886,746,r,3.7,6,2,,,,,13,15,1,3,
boot,2020.06.17,interior,353,746,s,3.7,6,,,,,1,,,,1,
boot,2020.06.12,perimeter,956,746,s,3.7,6,,,,,1,,,,,
boot,2020.06.16,perimeter,963,746,s,3.7,6,1,,,,3,,,,2,
cgl,2020.07.10,control,742,746,s,3.7,6,,,,,1,,,,,
gl,2020.04.14,interior,841,746,s,3.7,6,5,,,,2,4,,,1,
wedge,2020.06.29,interior,370,746,s,3.7,6,1,,,,,,,,,
rp,2020.05.28,interior,346,761,r,3.7,6,,,,,,4,1,,3,
boot,2020.06.16,interior,350,761,s,3.7,6,,,,,1,,,,1,
boot,2020.06.16,interior,355,761,s,3.7,6,,,,,,2,6,1,4,
boot,2020.06.22,interior,359,761,s,3.7,6,,2,,,,4,7,,4,
boot,2020.06.22,interior,360,761,s,3.7,6,,,,,5,9,,,4,
boot,2020.06.15,interior,362,761,s,3.7,6,,,,,,,2,,2,
boot,2020.06.22,interior,364,761,s,3.7,6,,,,,,10,,,4,
boot,2020.06.22,interior,365,761,s,3.7,6,,,,,,1,1,,2,
boot,2020.06.12,interior,368,761,s,3.7,6,,,,,1,,,,,
boot,2020.06.17,perimeter,951,761,s,3.7,6,1,,,,,,4,,4,
boot,2020.06.19,perimeter,953,761,s,3.7,6,,,,,,1,,,1,
boot,2020.06.12,perimeter,954,761,s,3.7,6,,,,,1,1,,,2,
boot,2020.06.12,perimeter,955,761,s,3.7,6,1,,,,1,2,,,3,
boot,2020.06.12,perimeter,957,761,s,3.7,6,,,,,,2,2,,4,
boot,2020.06.15,perimeter,958,761,s,3.7,6,,,,,,7,,,4,
boot,2020.06.15,perimeter,959,761,s,3.7,6,,,,,7,21,,,4,
boot,2020.06.22,perimeter,960,761,s,3.7,6,,,,,1,5,2,,4,
boot,2020.06.16,perimeter,962,761,s,3.7,6,2,,,,,,,,,
boot,2020.06.16,perimeter,964,761,s,3.7,6,,,,,,1,,,1,
cgl,2020.07.13,control,740,761,s,3.7,6,,,,,1,,,,,
crp,2020.07.16,control,756,761,s,3.7,6,2,,,,,,,,,
crp,2020.07.16,control,757,761,s,3.7,6,1,,,,2,,,,,
cwb,2020.06.29,control,387,761,s,3.7,6,3,,,,,,,,,
cwb,2020.07.06,control,388,761,s,3.7,6,1,,,,,,,,,
cwb,2020.07.06,control,389,761,s,3.7,6,2,,,,1,,,,,
cwb,2020.06.29,control,392,761,s,3.7,6,2,,,,,,,,,
cwb,2020.07.07,control,704,761,s,3.7,6,,,,,,1,,,1,
cwb,2020.07.07,control,705,761,s,3.7,6,1,,,,,,,,,
gl,2020.04.15,perimeter,805,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,806,761,s,3.7,6,2,,,,,4,2,,4,
gl,2020.04.15,perimeter,807,761,s,3.7,6,4,1,,,,4,1,,4,
gl,2020.04.15,perimeter,809,761,s,3.7,6,1,,,,,11,,,4,
gl,2020.04.15,perimeter,810,761,s,3.7,6,2,,,,,3,,,,
gl,2020.04.15,perimeter,811,761,s,3.7,6,8,,,,2,1,,,,
gl,2020.04.15,perimeter,812,761,s,3.7,6,,,,,,3,,,1,
gl,2020.04.15,perimeter,813,761,s,3.7,6,,,,,,1,,,1,
gl,2020.04.20,perimeter,815,761,s,3.7,6,,,,,,4,,,2,
gl,2020.04.20,perimeter,816,761,s,3.7,6,,,,,,3,1,,2,
gl,2020.04.17,perimeter,817,761,s,3.7,6,,,,,,,1,,1,
gl,2020.04.17,perimeter,818,761,s,3.7,6,,,,,,,5,,3,
gl,2020.04.17,perimeter,819,761,s,3.7,6,,1,,,,7,6,,4,
gl,2020.04.17,perimeter,820,761,s,3.7,6,4,6,,,,12,3,,1,
gl,2020.04.17,perimeter,821,761,s,3.7,6,1,2,,,,5,7,,3,
gl,2020.04.10,perimeter,823,761,s,3.7,6,,,,,,1,1,,2,
gl,2020.04.10,perimeter,824,761,s,3.7,6,1,1,,,,2,8,1,4,
gl,2020.04.10,perimeter,825,761,s,3.7,6,,5,,,,4,11,,4,
gl,2020.04.10,perimeter,828,761,s,3.7,6,,,,,1,,,,,
gl,2020.04.16,perimeter,829,761,s,3.7,6,,,,,2,,,,,
gl,2020.04.16,perimeter,835,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.08,interior,837,761,s,3.7,6,,,,,,3,,,,
gl,2020.04.08,interior,838,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.14,interior,839,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.14,interior,841,761,s,3.7,6,4,,,,,14,,,2,
gl,2020.04.14,interior,842,761,s,3.7,6,,,,,,,1,,1,
gl,2020.05.08,interior,846,761,s,3.7,6,,,,,1,1,,,,
gl,2020.05.08,interior,847,761,s,3.7,6,,,,,,1,2,,,
gl,2020.05.08,interior,849,761,s,3.7,6,,,,,,,4,,4,
gl,2020.05.05,interior,854,761,s,3.7,6,,,,,,5,1,,3,
gl,2020.05.08,interior,855,761,s,3.7,6,,,,,,6,,,,
gl,2020.04.23,interior,859,761,s,3.7,6,,,,,,6,2,,1,
gl,2020.04.22,interior,860,761,s,3.7,6,,,,,,4,,,,
gl,2020.04.06,interior,863,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.06,interior,864,761,s,3.7,6,35,,,,,30,,,3,
gl,2020.04.06,interior,865,761,s,3.7,6,,,,,,1,,,1,
gl,2020.04.06,interior,866,761,s,3.7,6,,,,,55,6,,,,
gl,2020.04.22,interior,871,761,s,3.7,6,1,,,,,9,4,,4,
gl,2020.04.22,interior,872,761,s,3.7,6,,,,,,1,,,,
gl,2020.04.20,interior,875,761,s,3.7,6,,,,,,3,1,,4,
gl,2020.04.22,interior,879,761,s,3.7,6,2,,,,3,,2,,2,
rp,2020.05.27,interior,334,761,s,3.7,6,,,,,1,,,,,
rp,2020.06.08,interior,340,761,s,3.7,6,,,,,,2,2,,4,
rp,2020.05.27,interior,341,761,s,3.7,6,,,,,1,1,,,,
rp,2020.05.28,interior,347,761,s,3.7,6,,,,,11,2,,,1,
rp,2020.05.28,interior,348,761,s,3.7,6,,,,,1,5,,,,
rp,2020.05.26,perimeter,880,761,s,3.7,6,3,,,,8,45,,,4,
rp,2020.05.26,perimeter,881,761,s,3.7,6,,,,,,11,,,3,
rp,2020.05.26,perimeter,882,761,s,3.7,6,,,,,5,,,,,
rp,2020.06.01,perimeter,884,761,s,3.7,6,,,,,,3,,,2,
rp,2020.06.08,perimeter,886,761,s,3.7,6,,1,,,,,,,,
rp,2020.06.08,perimeter,887,761,s,3.7,6,1,,,,,3,,,1,
rp,2020.06.09,perimeter,891,761,s,3.7,6,,,,,12,2,,,1,
rp,2020.06.09,perimeter,892,761,s,3.7,6,,,,,4,9,,,4,
wedge,2020.06.29,interior,370,761,s,3.7,6,4,,,,4,2,,,,
wedge,2020.06.29,interior,371,761,s,3.7,6,,,,,,3,,,3,
wedge,2020.06.29,interior,372,761,s,3.7,6,,,,,3,20,4,,4,
wedge,2020.06.23,interior,373,761,s,3.7,6,,,,,24,,,,4,
wedge,2020.06.23,interior,374,761,s,3.7,6,,,,,,3,15,2,4,
wedge,2020.06.25,interior,375,761,s,3.7,6,,,,,,1,1,,2,
wedge,2020.06.23,interior,376,761,s,3.7,6,3,12,,,,20,31,,4,
wedge,2020.06.23,interior,377,761,s,3.7,6,,25,,,,42,10,,4,
wedge,2020.06.25,interior,378,761,s,3.7,6,1,,,,1,,,,,
wedge,2020.06.25,interior,379,761,s,3.7,6,,,,,,1,,,,
wedge,2020.06.23,interior,380,761,s,3.7,6,,,,,,7,,,,
wedge,2020.06.25,interior,382,761,s,3.7,6,,,,,,4,2,,4,
wedge,2020.06.25,interior,383,761,s,3.7,6,,,,,2,14,,,,
wedge,2020.06.23,perimeter,966,761,s,3.7,6,5,12,,,,51,6,,4,
wedge,2020.06.23,perimeter,967,761,s,3.7,6,2,1,,,,12,5,,4,
wedge,2020.06.25,perimeter,969,761,s,3.7,6,,,,,,13,4,,4,
wedge,2020.06.25,perimeter,970,761,s,3.7,6,1,,,,2,10,,,4,
wedge,2020.06.25,perimeter,972,761,s,3.7,6,,,,,,15,1,,4,
wedge,2020.06.29,perimeter,974,761,s,3.7,6,,,,,,,,,,
wedge,2020.06.23,perimeter,975,761,s,3.7,6,,,,,17,,,,,
gl,2020.04.14,interior,843,761,t,3.7,6,,,,,,,4,,2,
rp,2020.06.09,perimeter,890,761,s,3.7,6,,,,,,3,,,3,
boot,2020.06.15,perimeter,959,762,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,730,762,s,3.7,6,,,,,4,2,,,,
cgl,2020.07.14,control,731,762,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,738,762,s,3.7,6,,,,,2,,,,1,
crp,2020.07.15,control,770,762,s,3.7,6,,,,,1,,,,,
gl,2020.04.14,perimeter,801,762,s,3.7,6,,,,,,1,,,1,
gl,2020.04.14,perimeter,802,762,s,3.7,6,1,,,,,1,,,1,
gl,2020.04.15,perimeter,804,762,s,3.7,6,,,,,,1,,,,
gl,2020.04.15,perimeter,805,762,s,3.7,6,,,,,1,,,,1,
gl,2020.04.17,perimeter,817,762,s,3.7,6,,,,,,1,,,,
gl,2020.04.16,perimeter,835,762,s,3.7,6,,,,,1,2,,,1,
gl,2020.04.08,interior,838,762,s,3.7,6,,,,,,1,,,1,
gl,2020.04.14,interior,839,762,s,3.7,6,,,,,,1,,,,
gl,2020.04.14,interior,842,762,s,3.7,6,,,,,,1,1,,1,
gl,2020.04.22,interior,872,762,s,3.7,6,,,,,,1,,,,
gl,2020.04.20,interior,875,762,s,3.7,6,,,,,1,,,,,
rp,2020.06.01,interior,335,762,s,3.7,6,2,,,,,,,,,
rp,2020.06.01,interior,336,762,s,3.7,6,,,,,,1,,,,
rp,2020.05.28,interior,348,762,s,3.7,6,,,,,1,,,,,
rp,2020.06.09,perimeter,891,762,s,3.7,6,,,,,2,,,,,
wedge,2020.06.25,interior,383,762,s,3.7,6,,,,,1,,,,,
gl,2020.04.14,perimeter,801,762,t,3.7,6,,,,,,2,,,1,
gl,2020.05.08,interior,847,762,t,3.7,6,,2,,,,2,2,2,3,
rp,2020.06.01,interior,336,763,r,3.7,6,,,,,1,1,,,,
rp,2020.06.08,interior,340,763,r,3.7,6,,,,,,2,,,,
boot,2020.06.15,perimeter,959,763,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,733,763,s,3.7,6,1,,,,1,,,,,
rp,2020.06.08,interior,340,763,s,3.7,6,,,,,,3,,,,
rp,2020.06.09,perimeter,890,763,s,3.7,6,,,,,1,,,,,
rp,2020.06.03,interior,339,802,s,3.7,6,,,,,1,,,,1,
crp,2020.07.15,control,774,802,t,3.7,6,,,,,2,,,,,
crp,2020.07.16,control,752,832,s,3.7,6,,,,,1,,,,,
crp,2020.07.16,control,763,832,s,3.7,6,,,,,1,,,,,
rp,2020.06.08,interior,340,832,s,3.7,6,,,,,3,,,,,
crp,2020.07.16,control,754,832,t,3.7,6,,,,,1,1,,,,
rp,2020.05.28,interior,346,833,r,3.7,6,,,,,4,,,,,
cgl,2020.07.14,control,730,833,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,731,833,s,3.7,6,1,,,,,,,,,
cgl,2020.07.14,control,735,833,s,3.7,6,,,,,2,,,,,
cgl,2020.07.13,control,737,833,s,3.7,6,,,,,2,,,,,
cgl,2020.07.13,control,740,833,s,3.7,6,,,,,1,,,,1,
crp,2020.07.15,control,771,833,s,3.7,6,,,,,1,,,,1,
crp,2020.07.15,control,772,833,s,3.7,6,,,,,1,,,,,
crp,2020.07.15,control,773,833,s,3.7,6,,,,,1,,,,1,
crp,2020.07.15,control,774,833,s,3.7,6,,,,,2,,,,2,
crp,2020.07.15,control,775,833,s,3.7,6,,,,,1,,,,1,
gl,2020.04.15,perimeter,810,833,s,3.7,6,1,,,,,,,,,
gl,2020.04.15,perimeter,813,833,s,3.7,6,,,,,1,,,,1,
gl,2020.04.17,perimeter,817,833,s,3.7,6,,,,,1,,,,,
gl,2020.04.17,perimeter,818,833,s,3.7,6,1,,,,,,,,,
gl,2020.04.17,perimeter,819,833,s,3.7,6,1,,,,,,,,,
gl,2020.04.17,perimeter,820,833,s,3.7,6,2,,,,,,,,,
gl,2020.04.10,perimeter,826,833,s,3.7,6,,,,,1,,,,,
gl,2020.04.17,perimeter,829,833,s,3.7,6,,,,,1,,,,1,
gl,2020.04.08,interior,838,833,s,3.7,6,,,,,3,,,,,
gl,2020.04.14,interior,841,833,s,3.7,6,,,,,,1,,,,
gl,2020.04.14,interior,842,833,s,3.7,6,,,,,,1,,,,
gl,2020.05.08,interior,847,833,s,3.7,6,,,,,,1,,,,
gl,2020.05.08,interior,849,833,s,3.7,6,2,,,,,,,,,
gl,2020.04.06,interior,864,833,s,3.7,6,,,,,,,,,,
gl,2020.04.22,interior,879,833,s,3.7,6,,,,,1,,,,,
rp,2020.05.27,interior,334,833,s,3.7,6,,,,,1,1,,,1,
rp,2020.06.03,interior,339,833,s,3.7,6,,,,,2,,,,1,
rp,2020.06.08,interior,340,833,s,3.7,6,,,,,1,2,,,,
rp,2020.05.28,interior,346,833,s,3.7,6,,,,,2,,,,,
rp,2020.05.28,interior,347,833,s,3.7,6,,,,,1,,,,,
rp,2020.05.28,interior,348,833,s,3.7,6,,,,,2,,,,,
rp,2020.06.01,perimeter,883,833,s,3.7,6,,,,,1,,,,,
rp,2020.06.08,perimeter,887,833,s,3.7,6,4,,,,,,,,,
rp,2020.06.09,perimeter,891,833,s,3.7,6,,,,,,2,,,1,
rp,2020.06.09,perimeter,892,833,s,3.7,6,,,,,1,,,,,
cgl,2020.07.14,control,738,833,s,3.7,6,,,,,,,,,,
gl,2020.04.22,interior,877,833,s,3.7,6,,,,,1,,,,1,
crp,2020.07.16,control,766,832,s,3.7,6,,,,,1,,,,,
cgl,2020.07.10,control,742,920,s,3.7,6,,,,,1,,,,,
wedge,2020.06.29,perimeter,974,920,s,3.7,6,,,,,1,1,,,,
gl,2020.04.14,perimeter,802,951,r,3.7,6,,,,,,2,,,,
boot,2020.06.12,perimeter,955,951,s,3.7,6,,,,,1,,,,1,
gl,2020.04.14,perimeter,802,951,s,3.7,6,,,,,,2,,,1,
gl,2020.05.04,interior,844,951,s,3.7,6,,,,,,1,,,,
gl,2020.05.08,interior,847,951,s,3.7,6,1,,,,,1,,,,
boot,2020.06.22,interior,365,951,t,3.7,6,2,,,,,2,,,2,
boot,2020.06.12,interior,367,951,t,3.7,6,4,,,,,12,,,4,
gl,2020.05.05,interior,853,951,t,3.7,6,,,,,,2,,,2,
wedge,2020.06.25,interior,383,951,t,3.7,6,,,,,,4,3,,4,
wedge,2020.06.23,perimeter,968,951,t,3.7,6,,,,,4,4,1,,4,
gl,2020.05.08,interior,851,999,s,3.7,6,,,,,,,,,,
gl,2020.04.06,interior,857,999,s,3.7,6,,,,,,1,,,1,
gl,2020.04.06,interior,865,999,s,3.7,6,,,,,,1,,,,
gl,2020.04.22,interior,878,999,s,3.7,6,,,,,,6,,,1,
rp,2020.06.09,perimeter,890,999,s,3.7,6,,,,,1,,,,,
gl,2020.04.06,interior,863,999,t,3.7,6,,,,,,4,,,4,
gl,2020.04.20,interior,868,ush,s,3.7,6,,,,,,1,,,,
